2020-04-08T23:30:53,3,122,"Adelaide, Australia",1248030561001566209
2016-09-25T04:13:58,1425,31637,ela,779896701305950208
2018-10-11T14:46:28,64,82,"England, United Kingdom",1050397226231582720
2020-12-13T20:21:23,951,3688,,1338217436429094914
2018-05-15T03:53:48,375,3035,"Medellín, Colombia",996237182884032512
2011-03-19T13:39:03,497,40419,Philadelphia Area,268792693
2016-03-10T17:50:49,282,676,"Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",707987085651800064
2018-02-04T20:12:52,2074,50844,"Princess Anne , MD",960244786912481280
2020-05-28T00:12:12,1184,3151,jeno put my heart ,1265797859711913985
2019-12-30T14:16:48,0,0,,1211652278324625408
2010-04-18T21:00:18,91,1394,,134576726
2021-07-01T04:11:05,4,24,"İstanbul, Türkiye",1410450738535448581
2021-02-02T13:29:35,3,254,,1356595535457697793
2019-01-18T02:46:40,47,45,"St Louis, MO",1086092480125325312
2020-09-05T05:37:59,23,108,"London, England",1302118715723599878
2019-06-14T16:27:35,78,1806,,1139570088200175617
2014-12-31T05:19:36,76,11384,Bhubaneswar,2953130989
2020-12-12T16:29:30,2,0,,1337796666670292993
2016-04-29T11:43:16,4,34,,726013982654476288
2020-04-09T11:43:51,2,2,"Santos, Brasil",1248214964080447490
2013-09-18T13:13:49,28,815,India,1879441328
2016-01-02T19:22:49,16,4035,,4697983626
2013-06-02T08:30:33,1084,83,محافظة ميسان  _ مركز أبوراكة,1476775298
2018-11-29T08:21:35,64,1433,"North West, England",1068057369131851776
2020-04-09T15:41:57,11,1,,1248274935916756999
2016-09-24T03:39:34,39,20175,ดาวเนปจูน ,779525656799383552
2015-11-20T00:40:58,88,955,"Dallas, TX ",4295336292
2010-04-18T21:56:01,65,2,argentin,134589540
