i,j,count
'SK','NL',2
'IE','CO',9
'KR','DZ',1
'EG','NP',2
'IL','RO',3
'NA','IQ',1
'VA','US',1
'EC','PH',1
'GR','PK',5
'NG','JO',2
'KP','ES',6
'PR','PT',3
'CN','TZ',1
'AU','BJ',3
'US','SC',1
'IL','LB',1
'PH','CN',4
'CM','CG',3
'PT','RO',3
'AE','EC',2
'KE','GG',6
'SK','HU',3
'BJ','KE',4
'CH','TV',1
'BG','CA',1
'CA','PG',1
'NL','PR',6
'MG','GH',1
'IT','MG',1
'ZW','TZ',3
'VG','GB',3
'TW','NP',4
'LB','CO',1
'MA','KW',1
'DJ','IN',1
'IQ','NP',3
'LU','GB',12
'SO','DJ',5
'CU','PT',4
'NL','LU',1
'SE','NZ',7
'GB','KP',3
'JO','PS',3
'SA','MY',7
'PK','MZ',7
'US','GI',5
'MX','AT',5
'RE','BE',1
'AT','ZW',1
'PH','TR',4
'BE','PG',1
'DK','TR',1
'UG','IE',2
'BM','IT',1
'HU','NL',7
'AE','IE',2
'PY','GB',4
'GG','US',6
'CL','TV',2
'SY','RU',1
'US','UZ',2
'HN','GB',1
'BD','TN',2
'NI','US',2
'ZA','PE',2
'GR','KW',2
'CM','MX',6
'NO','BS',1
'LB','ID',6
'KR','GU',1
'UG','CN',2
'SI','JP',1
'AT','RO',2
'HK','JO',5
'PL','ZM',1
'NZ','KW',2
'UG','ID',3
'JP','CY',1
'ID','KW',1
'ID','EG',6
'CN','SD',1
'CA','RW',1
'SI','SE',3
'IL','CR',1
'NZ','VE',6
'IT','CR',3
'KE','CO',5
'SE','AR',2
'VN','MA',2
'AE','HK',1
'CA','OM',1
None,'AU',4
'MY','LB',2
'KW','SE',1
'LB','NP',4
'BJ','SK',1
'BD','BR',1
'VE','RS',1
'RW','NG',2
'IL','KW',11
'SN','MR',1
'GT','GT',1
'ID','LU',1
'PK','PA',2
'DO','AU',2
'TH','BS',3
'TN','AU',3
'PA','RU',1
'SI','DJ',1
'GB','MD',1
'KW','BN',1
'PT','ZW',1
'GR','DK',1
'VI','BS',1
'RO','NG',1
'FR','VU',1
'MZ','CA',3
'PK','IR',3
'DE','MV',4
'VE','KP',1
'TR','PF',7
'KW','MR',1
'CO','BB',1
'AU','LA',3
'SK','DK',4
'LB','BH',5
'CL','SE',7
'UG','CA',6
'CL','JP',11
'JO','DE',1
'TZ','CH',2
'MM','HK',3
'UG','QA',1
'MC','MU',2
'HR','NZ',1
'HU','JP',1
'ZA','AG',3
'IL','VG',6
'DE','BJ',1
'EG','CU',13
'AU','BN',18
'CO','PK',6
'PL','NA',2
'BE','EG',5
'FJ','CN',2
'TR','GH',1
'IE','AG',1
'PR','GT',1
'NP','KR',7
'CL','EG',1
'MG','IN',2
'MG','BE',2
'KE','LR',2
'BM','MU',1
'TZ','GH',1
'NZ','AG',1
'NO','ZM',1
'GB','TM',4
'TH','PG',1
'YT','CL',1
'US','BI',1
'AU','EC',1
'ID',None,2
'TT','KE',1
'JP','BS',1
'DE','IS',1
'AE','ES',6
'MX','MM',6
'TH','AT',3
'JP','KE',2
'PH',None,2
'TF','CA',14
'CN','SK',1
'AR','TH',4
'CA','IS',3
'NL','LV',1
'DK','NL',13
'HK','SY',1
'NG','NZ',1
'BT','MY',1
'NG','CY',2
'SR','NL',3
'VN','CO',4
'PR','EG',4
'AQ','NG',1
'HN','VE',1
'MX','KW',5
'BE','IL',3
'AU',None,5
'ZA','SD',5
'SE','MA',4
'TZ','ML',1
'CH','PG',3
'PN','AU',1
'BG','KE',1
'GR','LB',4
'NZ','IE',8
'FI','MC',3
'HK','MT',2
None,'NO',1
'RW','CH',4
'PY','CO',2
'RU','DK',4
'PG','WS',2
'MX','BN',2
'BR','SE',6
'IQ','AU',7
'CL','AR',4
'LB','VI',1
'MX','VI',1
'ZW','QA',4
'CH','GI',1
'AT','TH',1
'HR','RU',2
'TW','CZ',2
'ID','BA',1
'ES','RS',3
'CZ','MY',2
'JP','RS',3
'UZ','IN',2
'SY','BH',1
'IT','VI',9
'TR','LI',3
'SI','IT',1
'RS','NL',1
'GB','GG',9
'TR','TW',2
'BR','IR',6
'CH','CG',1
'LU','US',3
'NO','EE',1
'PA','HU',2
'AM','IT',1
'SA','UM',1
'RU','UA',1
'IQ','KE',7
'NG','CL',2
'ES','AT',4
'NZ','RS',3
'ID','PR',4
'PH','MZ',1
'GB','PN',7
'FJ','JP',5
'GI','GR',5
None,'CR',1
'LV','RU',6
'GB','VU',1
'NP','PH',2
'ES','HR',1
'ZW','AL',1
'PS','EC',1
'CA','AI',3
'AF','MY',1
'SE','MY',3
'IL','AT',1
'ID','IQ',1
'ZA','HU',8
'TT','HR',1
'VI','NL',2
'MA','ZA',2
'CD','BR',1
'MC','CO',1
'IQ','OM',3
'NL','AE',3
'IT','TZ',2
'TW','VE',2
'SE','CD',1
'AR','JP',2
'CH','JO',2
'VC','MY',2
'EG','OM',2
'SY','MX',1
'TH','BE',1
'NO','PR',4
'KH','VN',1
'ZW','UM',2
'AT','PL',3
'VG','MX',2
'DZ','GB',2
None,'IE',1
'NL','KR',7
'BN','DE',1
'AR','SV',1
'DJ','MX',1
'CA','LT',2
'IL','MV',1
'EC','VE',1
'AT','UG',1
'CA','SL',1
'CM','CU',1
'BD','GH',1
'MV','PL',1
'FR','TT',2
'DE','ZW',3
'BE','GR',5
'BE','BN',2
'ES','AG',4
'CO','SD',1
'AE','SE',2
'AE','FR',6
'CL','ZA',1
'DO','ID',1
'IE','KH',1
'SL','ZA',1
'PR','BM',1
'UM','DO',1
'CH','SD',1
'PL','PR',1
'BN','NL',3
'PL','BD',1
'DK','MA',1
'NE','US',2
'HK','KH',5
'SA','KE',7
'BS','NG',2
'ES','VN',2
'VE','CW',1
'SA','VE',2
'TR','PR',2
'NO','CZ',2
'MR','TR',1
'JP','RO',2
'DO','DE',2
'PS','NG',2
'LA','AU',4
'AZ','CA',2
'VG','JP',1
'SI','ID',2
'CN','LC',1
'TR','LR',1
'BE','SA',6
'SI','KR',1
'NP','RS',1
'MZ','MU',1
'GH','HU',1
'CN','GR',5
'AT','BR',4
'TW','PK',3
'VN','ES',5
'CH','QA',1
'PT','KE',1
'UM','AU',1
'DK','AE',1
'RU','CW',1
'IL','QA',4
'CN','GQ',2
'PH','VN',3
'IN','LK',1
'ZA','TW',2
'JM','BS',1
'HK','SK',1
'ML','JP',1
'CZ',None,1
'SE','AL',1
'GB','LK',1
'RS','NZ',2
'SE','SK',3
'AU','LV',2
'FR','SG',1
'LT',None,1
'NZ','AT',1
'BD','SE',3
'KR','BT',2
'IE','NP',1
'GH','NL',2
'TH','MM',2
'UY','IL',1
'SE','MK',1
'AU','HR',2
'CH','ER',1
'ID','PY',2
'SD','NG',1
'CA','SN',2
'ZA','KN',1
'CA','CW',4
'VN','SE',3
'FI','SA',1
'PF','BR',1
'CA','KZ',1
'PH','PR',4
'BR','PK',3
'AO','US',3
'FR','BS',4
'FR','KE',3
'TT','CZ',1
'FR','RO',2
'GH','CH',3
'WS','AU',1
'AZ','GB',3
'RW','TN',1
'VI','NZ',1
'SA','CO',5
'GE','GE',1
'MA','AU',1
'NO','SI',1
'SY','IE',1
'CO','RU',2
'HU','CU',1
'IT','JM',1
'WS','US',2
'PA','KE',6
'BR','HR',1
'JP','GR',4
'MX','EG',2
'SA','ZA',3
'PT','TH',1
'FR','HU',1
'HR','IL',4
'TH','NP',2
'TH','QA',1
'ES','IQ',3
'HU','TR',1
'IR','KE',1
'GH','ES',5
'RS','JP',5
'ZA','BR',6
'JP','AZ',1
'DZ','FR',3
'DK','BR',4
'ZA','MP',1
'SI','AU',1
'IN','HT',1
'PK','CZ',1
'NZ','CL',7
'HK','IS',1
'PA','KR',4
'LI','JO',1
'FR','MZ',1
'TJ','IN',1
'PK','RO',2
'PT','AE',2
'MG','IT',2
'LS','GB',3
'LB','GR',1
'CG','PL',1
'NO','SG',1
'BE','MV',1
'CL','PT',1
'BM','IE',2
'KW','TW',4
'CR','ES',1
'NO','UG',4
'SE','CN',1
'TW','CH',3
'RU','BY',4
'KR','NG',2
'EG','EE',1
'ID','KY',1
'VG','AU',2
'MY','CZ',1
'CN','MP',1
'CH','SY',1
'KE','AO',2
'PL','EE',1
'GM','KE',1
'GR','EG',4
'KP','DE',1
'ZA','KW',4
'AZ','NG',1
'AU','WS',5
'IN','DZ',1
'AE','ID',4
'UY','VE',1
'CD','CA',2
'SE','AX',2
'CN','IL',1
'EC','CH',1
'EE','FI',2
'GT','US',2
'JO','GB',6
'BE','MR',4
'CZ','BQ',1
'LR','FR',1
'HK','IR',2
'HK','BS',2
'CA','LV',3
'AS','FR',1
'JP','VE',2
'CU','ID',4
'SE','HK',1
'PG','CH',1
'TC','ID',1
'BG','NL',3
'IM','US',3
'IN','LU',1
'CA','MP',2
'SK','TW',1
'SE','LB',4
'RU','BM',1
'SE','HR',3
'KE','UA',2
'AG','CU',2
'CM','NL',1
'DE','CW',1
'HR','AI',1
'BR','PE',2
'CA','DM',3
'AL','NL',1
'SD','TR',1
'PH','DZ',1
'SI','CH',2
'GU','HK',2
'SN','ZA',2
'CA','LI',1
'RO','IL',1
'CO','KW',2
'GL','CA',4
'IN','EC',4
'NZ','AE',2
'BD','ES',3
'KG','GB',1
'CA','TN',3
'CW','CM',4
'DE','BB',1
'SY','DK',1
'PT','PR',1
'CH','PR',3
'PK','VE',2
'CH','HN',1
'CF','GR',1
'ES','ZW',1
'HK','PA',1
'CL','PE',13
'UA','IT',1
'IL','MA',2
'DK','SA',3
'ZA','LR',1
'ZW','BR',1
'MA','NG',1
'IQ','EG',2
'VA','GB',1
'SO','BD',1
'BJ','NL',1
'TT','CO',4
'JP','BD',7
'SK','EG',1
'SG','MX',1
'NL','DJ',2
'KP','DK',3
'LI','FR',3
'RW','MY',2
'TW','AU',12
'SD','EG',1
'SN','CF',1
'NZ','EC',1
'US','BY',5
'KR','LA',1
'TW','GH',1
'GB','DJ',1
'JP','VI',2
'MR','NL',1
'BE','WS',2
'LB','DZ',4
'FJ',None,1
'VE','HK',1
'PR','CU',2
'DK','AR',1
'CO','AE',6
'BH','GB',1
'CZ','JP',2
'LB','NO',4
'BB','CA',1
'DE','BG',1
'ES','MG',1
'CF','CO',2
'BS','ES',1
'RO','HU',1
'IE','CN',2
'HU','PL',2
'CH','SN',1
'BM','NZ',2
'AE','SD',1
'EG','UM',2
'GL','AU',1
'LI','AU',1
'UG','FR',2
'CO','GH',3
'NL','MU',1
'PS','PR',1
'AE','HT',1
'IE','VE',1
'IQ','JO',1
'LC','US',1
'TT','NP',1
'RS','ES',5
'US','SN',3
'OM','IN',5
'AG','BN',1
'US','KZ',4
'KW','NG',2
'BR','PF',3
'ID','MA',3
'IT','AL',1
'KR','NI',2
'PK','UG',3
'CM','ZA',3
'IT','BM',1
'FJ','IE',5
'KY','SE',1
'EG','KR',4
'SA','RO',1
'DJ','SO',1
'RS','SE',1
'PH','NZ',3
'TH','LB',1
'NA','MZ',1
'LB','AT',2
'CN','IR',3
'AE','LB',2
'CO','QA',1
'CL','FR',3
'SO','IN',1
'TR','HU',6
'GB','SH',1
'US','TJ',5
'NG','BS',3
'PH','GF',1
'MA','HK',2
'CN','MA',7
'GR','SD',1
'GI','US',3
'RO','AT',1
'ZW','NP',2
'HU','BR',1
'SG','TR',4
'TT','LB',2
'ZA','VI',1
'KW','ID',1
'SI','RS',1
'DK','MZ',1
'NZ','PH',10
'CA','GS',1
'PA','PY',6
'IQ','AT',1
'FR',None,2
'CZ','NL',1
'TN','AE',2
'JP','SK',4
'PR','BR',1
'CM','IN',4
'SG','CL',2
'KW','UG',2
'KE','MU',1
'IL','BS',1
'PS','DO',1
'BS','CH',3
'PL','TH',1
'DK','HU',2
'NO','TW',3
'NG','EE',2
'DE','KY',1
'SA','LY',2
'SI','DK',3
'PG','DE',1
'SG','VU',1
'FI','ZA',4
'MX','MC',2
'FI','DK',1
'LS','ZW',1
'HK','TZ',4
'CD','IN',2
'AR','SE',3
'KR','NZ',1
'KW','DE',2
'UG','IL',4
'BM','CH',1
'IE','SK',1
'IN','BN',1
'SY','AU',2
'CL','SV',2
'LB','MV',1
'ID','DJ',1
'CO','IQ',1
'CH','RW',1
'HU','AR',1
'AG','UG',1
'ZA','EG',3
'NG','MZ',2
'AU','IS',3
'DE','QA',6
'PL','AQ',1
'TH','SA',3
'TJ','SA',4
'GR','FI',2
'AR','DK',1
'VE','PL',1
'HR','ZA',5
'CM','CN',3
'SG','CO',1
'NL','GH',1
'RU','SI',1
'PR','EC',1
'EC','CU',3
'AR','TR',1
'MX','TZ',2
'KE','LV',1
'IE','OM',1
'GB','RE',1
'HR','MY',1
'CL','NG',2
'UG','ES',1
'CN','PF',1
'KR','GQ',1
'IT','KH',1
'CZ','PL',3
'KE','MY',10
'DK','BJ',2
'PT','IL',1
'NL','AQ',1
'AI','GR',1
'BF','IT',1
'MA','SO',1
'SK','IE',1
'CU','EC',2
'MX','JO',2
'CZ','CN',1
'IL','PY',3
'SD','NL',2
'MR','IT',2
'RS','IE',1
'ML','VE',1
'PY','BE',2
'SA','UG',1
'MX','AZ',1
'MA','RS',2
'NO','HR',3
'US','FM',2
'IT','LU',1
'CN','KH',1
'BD','PY',1
'PT','LB',1
'MA','CU',2
'DK','UY',1
'AF','AU',1
'GH','MX',2
'TT','ZA',1
'CA','VA',1
'FR','GI',1
'GE','AU',1
'CF','CM',1
'NP','AR',1
'OM','PK',4
'IN','UY',1
'MM','IT',2
'PS','SG',1
'PT','TC',1
'ID','OM',1
'TR','RS',2
'UG','AR',3
'BR','NZ',4
'BE','BS',3
'GR','PL',1
'DJ','TH',1
'CH','CU',4
'AR','KH',1
'BR','HU',1
'MY','BE',1
'IQ','MX',2
'AU','TZ',4
'KR','RO',4
'PT','MY',1
'MX','GT',2
'LI','PT',1
'SA','TH',2
'CA','GD',2
'IE','HR',2
'PE','HN',1
'BD','PR',1
'QA','ZA',1
'JP','KW',1
'SO','GB',4
'AT','IQ',4
'AQ','AU',1
'ID','VE',2
'JO','NG',2
'CF','BE',1
'PR','AS',1
'SA','HK',2
'KW','SG',1
'BR','VI',1
'VI','RO',1
'ES','ZM',1
'RO','CA',4
'MM','NO',4
'MK','IN',1
'TN','CO',3
'CH','IQ',4
'GR','TH',2
'PA','RO',1
'EG','FI',1
'HK','CL',1
'YE','CA',1
'HU','MK',1
'VE','BD',1
'ID','ML',1
'LC','ZA',3
'SK','FR',2
'CY','BE',1
'PY','AU',1
'RS','BA',1
'IN','FI',2
'FI','TH',1
'CY','GB',2
'LU','DE',2
'IM','GB',5
'BE','BJ',2
'PR','IE',2
'PT','CH',6
'KR','IR',10
'CA','MZ',1
'RU','PE',1
'EH','ZA',1
'KG','HU',1
'ML','ID',1
'GB','PS',1
'VG','IE',1
'PL','SI',1
'RS','PT',1
'VN','ZW',1
'CH','MM',2
'TN','GR',1
'NL','ZM',1
'NG','MA',2
'NO','MR',2
'KR','HU',5
'UG','MY',1
'FJ','PH',1
'NL','AM',1
'TR','SY',1
'BJ','NE',1
'GH','JO',1
'VE','AI',2
'KE','AS',1
'FJ','BS',2
'PL','CZ',2
'NP','NZ',1
'DJ','ZM',1
'SK','RU',1
'NA','ID',1
'VE','MG',1
'SG','IT',3
'MV','SE',2
'DZ','CH',1
'UG','SO',1
'ZA','CR',2
'TN','BR',1
'PK','GR',1
'CA','GU',2
'PE','AR',2
'HU','AT',1
'EC','PE',1
'BR','GR',3
'CA','BH',2
'IT','PS',2
None,'KR',1
'IN','VN',4
'PS','PT',3
'ID','MU',1
'SO','CH',1
'SA','IE',1
'PY','UY',3
'DJ','NG',1
'PG','VN',1
'SY','PK',1
'AT','EC',1
'IQ','RO',2
'BS','SI',2
'BD','RU',1
'BM','DK',1
'PK','RS',1
'GS','NO',1
'PY','TW',2
'NZ','NA',1
'CG','ZW',4
'NZ','DJ',1
'KP','FR',1
'SK','NG',1
'CM','EC',1
'GB','LA',3
'VN','IE',3
'NO','KR',1
'IN','IR',5
'LB','TH',2
'NZ','SN',1
'BN','NZ',1
'ZA','VE',3
'BF','CL',1
'ID','MC',2
'NZ','CZ',1
'FK','US',1
'SA','BR',3
'VE','HU',3
'ZA','SZ',1
'BS','KE',2
'RW','AU',2
'AR','KR',2
'TR','DZ',1
'LI','IN',1
'PS','MA',1
'SI','ES',2
'CM','CO',1
'GR','JO',2
'BE','ZM',1
'KM','JP',1
'BH','AR',1
'MY','AE',2
'ID','PT',1
'GR','GI',3
'CH','BQ',1
'PT','TR',2
'CO','JM',4
'AT','HK',1
'LR','IE',1
'KP','CL',3
'SE','CL',1
'GR','BM',1
'UZ','SE',1
'MC','UY',1
'MX','LB',3
'ER','IN',1
'VC','GB',1
'PY','VE',2
'CR','FR',2
'CG','SL',1
'HR','KH',1
'TJ','IT',1
'NZ','IQ',2
'IQ','PH',4
'VC',None,1
'SI','SG',1
'SA','SG',4
'GB','GT',1
'TH','LY',1
None,'PL',2
'AG','JP',2
None,'GR',1
'ZW','CO',1
'PY','EC',1
'CN','MU',4
'PS','ZA',1
'BE','LI',2
'BE','VI',1
'SD','ZA',2
'PK','AG',1
'CR','IL',1
'HR','DK',2
'LC','CA',1
'TH','NO',4
'CG','NO',1
'SD','DE',1
'RO','CL',1
'HU','RS',3
'TZ','AR',2
'EE','NO',1
'NZ','FI',1
'ZA','SA',1
'PL','TR',4
'VI','NP',2
'HT','VC',1
'RS','PA',1
'JM','CH',1
'CY','NG',1
'KZ','GB',1
'LB','CY',2
'CA','AS',3
'KH','CH',1
'CG','ES',2
'PR','BN',1
'MG','YT',1
'AZ','HK',1
'TJ','US',3
'PS','TW',1
'DE','GI',2
None,'IL',1
'KH','AU',1
'MY','KH',1
'BS','BR',1
None,'CD',1
'DK','SK',1
'SK','ES',1
'KE','BJ',1
'PE','FR',3
'EG','NO',1
'VN','PR',2
'FJ','CR',1
'FR','SA',1
'PK','PN',1
'NL','TL',1
'BR','RS',1
'TW','PT',1
'IT','CF',2
'RS','ZW',1
'BE','SR',1
'PA','HN',2
'NO','RO',1
'DE','CG',2
'IR','IN',1
'IT','MM',3
'CH','MV',1
'TR','AE',2
'BM','JP',1
'UG','JP',1
'MZ','VE',1
'EG','AU',2
'BN','CN',1
'DK','DO',2
'MX','MA',1
'CM','BE',3
'ID','RS',3
'AF','IE',1
'CG','PG',4
'IN','TN',1
'MN','US',1
'AU','DZ',2
'PT','VE',6
'TZ','JP',1
'LU','IT',1
'RW','GB',1
'PR','PG',1
'TZ','DE',1
'CH','RU',5
'AR','HK',2
'PL','NP',3
'VI','AU',1
'NZ','IR',3
'PL','EG',1
'NZ','BM',1
'SE','FJ',1
'EG','CL',1
'IT','KW',1
'TH','DO',1
'MC','LB',2
'KW','ES',1
'BD','BH',1
'KG','CA',1
'PT','NZ',1
'PF','NL',1
'KP','GR',1
'NA','GB',1
'PL','IL',4
'DK','OM',2
'UM','KW',1
'VE','RU',1
'PT','JM',2
'PE','PA',3
'MY','BM',4
'PH','MA',1
None,'AT',1
'CG','DK',2
'SE','KP',1
'EC','PY',1
'GH','CU',4
'MA','PR',1
'SI','MX',2
'NA','RU',1
'MN','IT',1
'SN','IT',1
'FJ','TR',1
'IN','IO',1
'CH','CD',1
'DE','SD',2
'DE','OM',1
'MX','AL',2
'KW','AU',3
'GH','MY',5
'DE','JE',2
'MA','CN',1
'BB','CL',1
'PE','CA',1
'LK','LK',1
'BR','TW',1
'SI','NO',1
'GI','BR',1
'BR','AR',1
'CL','PA',1
'IQ','BR',1
'TT','CH',1
'BE','DZ',1
'PT','UG',2
'ZW','RU',1
'HT','CO',1
'KG','HK',1
'VE','IE',2
'HK','TL',4
'IM','CA',1
'CL','VG',4
'NO','CL',1
'KR',None,1
'ZM','AE',1
'PA','AG',1
'ZW','PL',1
'MU','IT',1
'PL','GH',3
'TN','BE',2
'BE','MK',1
'BM','CU',1
'BJ','GB',2
'PT','AG',2
'HR','SI',1
'TW','BD',1
'RW','IE',1
'GB','BF',1
'MY','PR',1
'CN','GG',1
'SG','SA',4
'MA','KP',1
'DO','AR',2
'MU','BW',1
'TN',None,1
'RO','MX',1
'BR','LY',1
'AR','IL',1
'TZ','QA',1
'BR','RO',1
'BA','SA',1
'KE','IE',1
'MP','DE',1
'KG','BE',1
'CR','PR',1
'ID','PS',5
'ID','VI',1
'JP','CR',1
'AG','DE',1
'NO','GQ',1
'DM','IS',1
'HU','CO',3
'KZ','CH',1
'IT','CM',1
'RU','SS',1
'FI','AR',1
'ZA','SS',2
'ER','IT',1
'PA','JP',3
'HK','XK',1
'MC','IE',1
'GB','ML',3
'JP','LU',1
'RS','KW',1
'DE','BM',1
'JP','EC',1
'SE','CZ',1
'CH','TT',2
'PH','BJ',1
'CL','CN',3
'VN','PT',1
'NL','PY',1
'SA','RS',1
'ID','MT',1
'PL','AG',2
'AG','IQ',1
'BW','CA',2
'FR','CR',1
'NG','NP',1
'MY','VE',1
'CN','BW',1
'MA','IL',1
'KR','PY',1
'CO','FI',2
'AR','NO',2
'PT','DK',1
'BY','IT',1
'EE','DK',1
'TW','IS',1
'SG','RO',1
'PR','NP',1
'CZ','MX',2
'GI','GB',1
'NO','FJ',1
'TV','HK',1
'NA','BR',1
'KR','AE',3
'VI','PT',1
'SG','IS',1
'CG','AR',2
'CD','ZW',1
'PN','JP',1
'PG','IT',2
'PG','TR',1
'NZ','KR',1
'QA','TH',4
'MK','TR',1
'LB','EC',1
'PA','HK',2
'LU','PT',1
'FJ','BD',1
'RO','AR',1
'AR','NI',1
'FI','IE',2
'NZ','VU',1
'NA','IN',2
'ZW','SE',1
'CU','SV',1
'TV','MX',1
'NO','FI',3
'CH','SO',1
'CU','DM',2
'CG','NZ',1
'NZ','QA',1
'PS','KW',2
'AE','ZM',1
'GH','UG',1
'MY','PG',4
'NG','GU',1
'TT','ID',1
'RW','JP',3
'IR','RU',1
'ZM','NG',3
'LY','US',1
'GB','CW',2
'GR','JP',4
'VN','DM',2
'CG','AT',1
'JO','PH',1
'RO','EG',3
'HU','VE',2
'SD','JP',1
'ES','CM',1
None,'CL',1
'NZ','TH',1
'GR','TW',2
'NZ','TV',1
'FR','SN',1
'SD','CN',1
'LR','IN',1
'FR','HT',2
'CO','AG',1
'EE','NL',1
'GH','MW',1
'MR','MX',1
'PA','EG',3
'SG','DO',2
'CN','UG',1
'SD','PR',1
'DO','CH',2
'MV','ES',1
'TR','PT',3
'PH','LB',1
'HK','CG',2
'AT','GR',1
'CM','BF',1
'TT','IN',1
'SN','GB',1
'NO','EC',1
'CG','RU',1
'DE','RE',1
'TR','BS',1
'SA','UY',1
'RS','EG',1
'SA','NP',3
'ES','MZ',2
'TZ','CO',1
'DK','CL',1
'KP','MX',2
'LB','KR',3
'GR','MW',1
'MM','AU',1
'PR','VN',1
'IE','LU',1
'SE','TF',1
'GR','MM',1
'CH','BS',2
'MA','NZ',1
'CA','GG',1
'CG',None,1
'ZA','BM',4
'GR','BR',1
'NL','BN',1
'CW','PT',1
'LA','PH',1
'CN','LS',1
'IE','AI',1
'MM','GB',1
'CL','IE',1
'DK','MM',1
'HR','BE',2
'EG','IE',1
None,'IQ',2
'PG','GR',3
'NL','UG',5
'CF','DE',1
'CG','VI',2
'NO','SA',2
'BF','DK',1
'BD','HU',1
'CA','TZ',1
'UY','IT',2
'AU','SZ',1
'MM','NL',1
'AE',None,3
'GH','MZ',1
'AS','JP',1
'PG','KE',4
'AG','LK',1
'CZ','KE',1
'AT','VE',1
'BE','SG',1
'FR','UA',1
'ZM','MX',1
'PE','KR',1
'CM','NG',3
'EC','DO',2
'ZA','JO',1
'EG','RO',1
'CF','IT',1
'KP','CN',1
'BF','MX',1
'DE','TN',1
'TH','PE',1
'KI','NZ',1
'MR','CU',1
'AQ','MY',1
'UG','TZ',3
'IE','RU',2
'MC','PK',1
'IT','GM',1
'DO','TW',1
'SI','RO',2
'TL','US',1
'CG','PH',2
'JP','HU',3
'CA','MK',1
'GB','AF',3
'CG','JM',1
'HU','MX',1
'TH','MP',1
'VI','ZA',1
'JO','ES',1
'IQ','MA',2
'TR','TZ',1
'MY','SE',1
'CU','IS',1
'FJ','PT',1
'SE','SS',1
'TN','PT',1
'DK','IR',1
'GS','CA',1
'SY','ZA',1
'PR','KR',2
'CZ','BE',3
'HN','PR',1
'EG','DO',1
'AR','VN',1
'CH','GG',1
'MA','KH',1
'PT','BB',1
'SR','CO',1
'AQ','IT',1
'FJ','AE',1
'IE','CY',1
'FJ','ID',1
'MC','ZW',1
'JO','FR',1
'UM','CO',2
'CL','BE',1
'CH','LS',2
'AE','BD',2
'CL','NZ',4
'DK','PG',1
'PA','DK',1
'KP','JP',2
'GH','PT',1
'AQ','DE',1
'CN','PN',1
'BR','VN',2
'NG','CD',1
'TN','IT',1
'PT','PA',1
'MP','GB',1
'IL','MR',1
'SD','SD',1
'GG','NL',1
'AU','PS',1
'PL','PH',3
'JP','CZ',3
'VE','HN',2
'PH','AR',1
'KR','CN',1
'HR','VE',1
'NL','EE',1
'RS','AL',1
'HR','FI',1
'ZA','MK',1
'TW','PR',1
'SG','PK',3
'IQ','PL',1
'PL','AI',1
'CA','SY',1
'GE','IN',1
'BR','RW',1
'MV','PK',1
'IE','PH',2
'GU','CA',1
'US','IM',3
'BN','PH',1
'PL','JE',3
'IQ','ZA',1
'BR','CR',1
'DE','ML',2
'LK','QA',1
'SG','NP',2
'IL','GT',1
'PT','EG',2
'DE','WS',1
'MY','KW',1
'KE','IQ',1
'AO','GB',1
'JE','CA',2
'AZ','IT',1
'PT','KR',1
'ZA','SI',2
'NL','TC',1
'IL','HK',3
'NL','LA',1
'AT','MY',1
'AI','UG',1
'MC','KE',1
'ZA','EE',1
'CN','PE',1
'BG','US',1
'AU','KI',1
'MG','TR',1
'HK','VG',1
'SI','MY',3
'PG','MV',1
'LK','US',3
'AZ','DK',1
'IT',None,1
'SD','SE',1
'BH','PK',2
'KH','MA',1
'CL','LT',1
'AT','OM',1
'DK','AT',2
'TR','VN',2
'UY','DE',2
'AR','GH',2
'NZ','RU',1
'RU','NO',1
'IE','CL',1
'MA','KE',1
'VE','PA',2
'DM','CA',1
'JP','CW',1
'PS','KR',1
'MV','CA',1
'SK','BE',1
'NO','AI',1
'ZA','UY',1
'SA','KR',1
'MG','SA',1
'BE','BD',1
'VN','OM',1
'PR','BZ',1
'CZ','SG',2
'BN','PG',1
'LA','NG',1
'JO','KE',3
'CN','GU',1
'AU','BD',2
'CN','ZW',1
'AZ','OM',1
'BN','ID',2
'MR','JP',1
'FI','LI',1
'MZ','MV',1
'AL','BE',1
'KN','BB',1
'TN','MU',1
'PK','AT',1
'BR','TV',2
'DK','CM',1
'DZ','ID',1
'BE','GF',1
'TV','CN',1
'RU','ZW',2
'SA','CL',1
'ID','FJ',1
'RU','OM',1
'JP','CU',1
'IE','SD',2
'PH','AS',2
'SK','FI',1
'FJ','SN',1
'NZ','CD',1
'CR','PL',2
'BS','BE',1
'IR','DE',3
'GE','SE',1
'TF','US',1
'NZ','BR',1
'MZ','PT',1
'BD','UG',2
'AU','LS',1
'GF','GB',1
'CH','BW',1
'NA','AT',1
'QA','KW',2
'KE','AR',1
'IT','BB',1
'MC','PT',1
'CH','NC',1
'KM','TW',1
'NE','FR',1
'SA','VN',1
'MP','IT',1
'TH','CM',2
'KR','BW',1
'CG','IE',1
'RW','MR',1
'GH','EG',1
'VN','AT',1
'YT','JP',1
'SE','MG',1
'KY','CA',1
'PL','HR',1
'NE','NE',1
'VN','AE',1
'QA','CO',1
'NZ','HR',1
'PG','UG',1
'NZ','ZM',1
'IN','AM',1
'GR','NZ',1
'JE','CH',1
'UA','GB',1
'CW','NO',1
'QA','CH',1
'CZ','TH',1
'AU','IO',1
